id,gene,chrom,chromStart,chromEnd,strand,gene_length
ENSG00000100979.13,PLTP,chr20,45898621,45912155,-,13535
ENSG00000101460.11,MAP1LC3A,chr20,34546854,34560345,+,13492
ENSG00000180483.6,DEFB119,chr20,31377164,31390603,-,13440
ENSG00000100982.10,PCIF1,chr20,45934628,45948023,+,13396
ENSG00000215251.3,FASTKD5,chr20,3146519,3159897,-,13379
ENSG00000089195.13,TRMT6,chr20,5937235,5950558,-,13324
ENSG00000125872.7,LRRN4,chr20,6040778,6054049,-,13272
ENSG00000149657.18,LSM14B,chr20,62122461,62135378,+,12918
ENSG00000125841.11,NRSN2,chr20,346782,359660,+,12879
ENSG00000125813.12,PAX1,chr20,21705659,21718486,+,12828
ENSG00000125845.6,BMP2,chr20,6767664,6780280,+,12617
ENSG00000125870.9,SNRPB2,chr20,16729961,16742563,+,12603
ENSG00000130700.6,GATA5,chr20,62463497,62475970,-,12474
ENSG00000167104.10,BPIFB6,chr20,33031648,33044047,+,12400
ENSG00000101292.7,PROKR2,chr20,5302040,5314369,-,12330
ENSG00000158480.9,SPATA2,chr20,49903391,49915508,-,12118
ENSG00000101160.12,CTSZ,chr20,58995185,59007247,-,12063
ENSG00000101443.16,WFDC2,chr20,45469706,45481532,+,11827
ENSG00000088836.11,SLC4A11,chr20,3227417,3239190,-,11774
ENSG00000101439.7,CST3,chr20,23626706,23638473,-,11768
ENSG00000132646.9,PCNA,chr20,5114953,5126626,-,11674
ENSG00000101017.12,CD40,chr20,46118272,46129863,+,11592
ENSG00000100987.13,VSX1,chr20,25070885,25082365,-,11481
ENSG00000101210.9,EEF1A2,chr20,63488013,63499315,-,11303
ENSG00000180383.3,DEFB124,chr20,31465506,31476757,-,11252
ENSG00000170191.4,NANP,chr20,25612935,25624175,-,11241
ENSG00000124232.9,RBPJL,chr20,45306851,45317824,+,10974
ENSG00000125812.14,GZF1,chr20,23362182,23373063,+,10882
ENSG00000118702.8,GHRH,chr20,37251082,37261835,-,10754
ENSG00000101412.12,E2F1,chr20,33675683,33686404,-,10722
ENSG00000089050.13,RBBP9,chr20,18486540,18497243,-,10704
ENSG00000077984.5,CST7,chr20,24949230,24959928,+,10699
ENSG00000101470.8,TNNC2,chr20,45823214,45833745,-,10532
ENSG00000131059.10,BPIFA3,chr20,33217310,33227758,+,10449
ENSG00000124237.5,C20orf85,chr20,58150904,58161150,+,10247
ENSG00000124155.15,PIGT,chr20,45416077,45426244,+,10168
ENSG00000087510.6,TFAP2C,chr20,56629302,56639283,+,9982
ENSG00000101335.8,MYL9,chr20,36541484,36551447,+,9964
ENSG00000178591.6,DEFB125,chr20,87250,97094,+,9845
ENSG00000101166.14,SLMO2,chr20,59033145,59042909,-,9765
ENSG00000124098.9,FAM210B,chr20,56358915,56368663,+,9749
ENSG00000180424.6,DEFB123,chr20,31440519,31450257,+,9739
ENSG00000088320.3,REM1,chr20,31475293,31484905,+,9613
ENSG00000124104.17,SNX21,chr20,45833810,45843275,+,9466
ENSG00000101246.18,ARFRP1,chr20,63698642,63708025,-,9384
ENSG00000101213.6,PTK6,chr20,63528001,63537370,-,9370
ENSG00000125835.16,SNRPB,chr20,2461634,2470853,-,9220
ENSG00000060491.15,OGFR,chr20,62804835,62814000,+,9166
ENSG00000078804.11,TP53INP2,chr20,34704290,34713439,+,9150
ENSG00000124103.8,FAM209A,chr20,56517187,56526142,+,8956
ENSG00000125531.6,C20orf195,chr20,63547891,63556708,+,8818
ENSG00000124134.7,KCNS1,chr20,45092310,45101112,-,8803
ENSG00000064601.15,CTSA,chr20,45890144,45898820,+,8677
ENSG00000197296.5,FITM2,chr20,44302838,44311169,-,8332
ENSG00000054803.3,CBLN4,chr20,55997440,56005472,-,8033
ENSG00000204548.3,DEFB121,chr20,31404845,31412838,-,7994
ENSG00000088356.5,PDRG1,chr20,31944342,31952092,-,7751
ENSG00000100985.7,MMP9,chr20,46008908,46016561,+,7654
ENSG00000101162.3,TUBB1,chr20,59019254,59026654,+,7401
ENSG00000198183.10,BPIFA1,chr20,33235995,33243311,+,7317
ENSG00000182035.10,ADIG,chr20,38581195,38588463,+,7269
ENSG00000131055.4,COX4I2,chr20,31637888,31645006,+,7119
ENSG00000124253.10,PCK1,chr20,57561080,57568112,+,7033
ENSG00000125810.9,CD93,chr20,23079349,23086340,-,6992
ENSG00000124172.8,ATP5E,chr20,59025467,59032382,-,6916
ENSG00000183798.4,EMILIN3,chr20,41359966,41366827,-,6862
ENSG00000101084.15,C20orf24,chr20,36605734,36612557,+,6824
ENSG00000171700.12,RGS19,chr20,64073181,64079988,-,6808
ENSG00000168634.4,WFDC13,chr20,45702016,45708817,+,6802
ENSG00000130706.11,ADRM1,chr20,62302093,62308862,+,6770
ENSG00000271303.1,SRXN1,chr20,646615,653370,-,6756
ENSG00000101182.13,PSMA7,chr20,62136735,62143440,-,6706
ENSG00000125508.3,SRMS,chr20,63540810,63547504,-,6695
ENSG00000125998.7,FAM83C,chr20,35285731,35292401,-,6671
ENSG00000125878.5,TCF15,chr20,603797,610398,-,6602
ENSG00000088882.7,CPXM1,chr20,2794069,2800637,-,6569
ENSG00000171864.4,PRND,chr20,4721910,4728460,+,6551
ENSG00000124249.6,KCNK15,chr20,44745780,44752313,+,6534
ENSG00000125975.12,C20orf173,chr20,35523186,35529652,-,6467
ENSG00000124193.13,SRSF6,chr20,43457928,43464247,+,6320
ENSG00000101361.13,NOP56,chr20,2652145,2658393,+,6249
ENSG00000242372.5,EIF6,chr20,35278907,35284985,-,6079
ENSG00000130590.12,SAMD10,chr20,63974113,63980008,-,5896
ENSG00000124216.3,SNAI1,chr20,49982999,49988886,+,5888
ENSG00000171222.9,SCAND1,chr20,35953617,35959472,-,5856
ENSG00000101365.19,IDH3B,chr20,2658395,2664219,-,5825
ENSG00000175121.10,WFDC5,chr20,45109452,45115172,-,5721
ENSG00000172315.5,TP53RK,chr20,46684365,46689779,-,5415
ENSG00000215545.1,DEFB116,chr20,31303212,31308585,-,5374
ENSG00000131068.3,DEFB118,chr20,31368618,31373923,+,5306
ENSG00000243543.7,WFDC6,chr20,45534196,45539495,-,5300
ENSG00000101180.14,HRH3,chr20,62214970,62220267,-,5298
ENSG00000232838.3,PET117,chr20,18137873,18143169,+,5297
ENSG00000101000.4,PROCR,chr20,35172073,35177362,+,5290
ENSG00000125823.11,CSTL1,chr20,23439685,23444930,+,5246
ENSG00000061656.8,SPAG4,chr20,35615892,35621049,+,5158
ENSG00000124217.4,MOCS3,chr20,50958826,50963931,+,5106
ENSG00000125815.7,CST8,chr20,23491101,23496018,+,4918
ENSG00000101438.3,SLC32A1,chr20,38724462,38729372,+,4911
ENSG00000125895.5,TMEM74B,chr20,1180561,1185415,-,4855
ENSG00000177732.7,SOX12,chr20,325401,330224,+,4824
ENSG00000215595.1,C20orf202,chr20,1203454,1208274,+,4821
ENSG00000101197.11,BIRC7,chr20,63235883,63240507,+,4625
ENSG00000244274.6,DBNDD2,chr20,45406057,45410610,+,4554
ENSG00000125798.13,FOXA2,chr20,22581005,22585455,-,4451
ENSG00000175063.15,UBE2C,chr20,45812576,45816957,+,4382
ENSG00000178726.6,THBD,chr20,23045633,23049741,-,4109
ENSG00000125861.13,GFRA4,chr20,3659292,3663399,-,4108
ENSG00000132661.3,NXT1,chr20,23350736,23354777,+,4042
ENSG00000168612.4,ZSWIM1,chr20,45881227,45885266,+,4040
ENSG00000101435.4,CST9L,chr20,23564732,23568749,-,4018
ENSG00000198326.9,TMEM239,chr20,2816302,2820284,+,3983
ENSG00000101222.11,SPEF1,chr20,3777504,3781448,-,3945
ENSG00000170367.4,CST5,chr20,23875935,23879750,-,3816
ENSG00000149435.11,GGTLC1,chr20,23985050,23988779,-,3730
ENSG00000170373.7,CST1,chr20,23747553,23751268,-,3716
ENSG00000125520.12,SLC2A4RG,chr20,63739861,63743505,+,3645
ENSG00000132825.6,PPP1R3D,chr20,59936668,59940297,-,3630
ENSG00000149651.3,SPINT4,chr20,45722351,45725830,+,3480
ENSG00000173335.4,CST9,chr20,23602410,23605876,-,3467
ENSG00000101441.4,CST4,chr20,23685640,23689040,-,3401
ENSG00000204103.3,MAFB,chr20,40685848,40689240,-,3393
ENSG00000125788.5,DEFB126,chr20,142369,145751,+,3383
ENSG00000186458.4,DEFB132,chr20,257736,261096,+,3361
ENSG00000247315.3,ZCCHC3,chr20,296968,300321,+,3354
ENSG00000149609.5,C20orf144,chr20,33662284,33665619,+,3336
ENSG00000213714.1,FAM209B,chr20,56533246,56536520,+,3275
ENSG00000101446.7,SPINT3,chr20,45512461,45515624,-,3164
ENSG00000124157.6,SEMG2,chr20,45221300,45224458,+,3159
ENSG00000125820.5,NKX2-2,chr20,21511010,21514026,-,3017
ENSG00000170369.3,CST2,chr20,23823769,23826731,-,2963
ENSG00000125817.7,CENPB,chr20,3783851,3786690,-,2840
ENSG00000173404.4,INSM1,chr20,20368121,20370949,+,2829
ENSG00000203896.8,LIME1,chr20,63736283,63739103,+,2821
ENSG00000124233.11,SEMG1,chr20,45206997,45209772,+,2776
ENSG00000124257.6,NEURL2,chr20,45888625,45891287,-,2663
ENSG00000125816.4,NKX2-4,chr20,21395367,21398028,-,2662
ENSG00000125903.4,DEFB129,chr20,227258,229886,+,2629
ENSG00000053438.8,NNAT,chr20,37521215,37523693,+,2479
ENSG00000125831.8,CST11,chr20,23450403,23452857,-,2455
ENSG00000124107.5,SLPI,chr20,45252239,45254564,-,2326
ENSG00000125901.5,MRPS26,chr20,3045945,3048254,+,2310
ENSG00000101200.5,AVP,chr20,3082556,3084724,-,2169
ENSG00000125787.10,GNRH2,chr20,3043622,3045747,+,2126
ENSG00000183260.6,ABHD16B,chr20,63861213,63863306,+,2094
ENSG00000203883.6,SOX18,chr20,64047582,64049641,-,2060
ENSG00000182584.4,ACTL10,chr20,33666498,33668525,+,2028
ENSG00000243509.4,TNFRSF6B,chr20,63696668,63698684,+,2017
ENSG00000215547.1,DEFB115,chr20,31257664,31259632,+,1969
ENSG00000172216.5,CEBPB,chr20,50190734,50192689,+,1956
ENSG00000185982.6,DEFB128,chr20,187853,189681,-,1829
ENSG00000125995.14,ROMO1,chr20,35699272,35700984,+,1713
ENSG00000088782.4,DEFB127,chr20,157470,159163,+,1694
ENSG00000180305.4,WFDC10A,chr20,45629526,45631196,+,1671
ENSG00000124102.4,PI3,chr20,45174876,45176544,+,1669
ENSG00000256222.2,MTRNR2L3,chr20,57358442,57359980,-,1539
ENSG00000125534.8,PPDPF,chr20,63520724,63522206,+,1483
ENSG00000132671.5,SSTR4,chr20,23035386,23036812,+,1427
ENSG00000171858.16,RPS21,chr20,62387116,62388520,+,1405
ENSG00000125522.3,NPBWR2,chr20,64105820,64107171,-,1352
ENSG00000179772.7,FOXS1,chr20,31844301,31845619,-,1319
ENSG00000125968.8,ID1,chr20,31605283,31606515,+,1233
ENSG00000149634.4,SPATA25,chr20,45886489,45887635,-,1147
ENSG00000125533.5,BHLHE23,chr20,63005927,63007035,-,1109
ENSG00000124089.4,MC3R,chr20,56248732,56249815,+,1084
ENSG00000168703.5,WFDC12,chr20,45123425,45124465,-,1041
ENSG00000101405.3,OXT,chr20,3071620,3072517,+,898
ENSG00000258713.2,C20orf141,chr20,2814987,2815833,+,847
ENSG00000124196.5,GTSF1L,chr20,43726164,43726998,-,835
ENSG00000233838.5,DPH3P1,chr20,62845664,62845912,+,249
ENSG00000159216.17,RUNX1,chr21,34787801,36004667,-,1216867
ENSG00000171587.13,DSCAM,chr21,40010999,40847139,-,836141
ENSG00000154654.13,NCAM2,chr21,20998315,21543329,+,545015
ENSG00000156299.11,TIAM1,chr21,31118416,31559977,-,441562
ENSG00000156273.14,BACH1,chr21,29194071,29630751,+,436681
ENSG00000171189.15,GRIK1,chr21,29536933,29940033,-,403101
ENSG00000154645.12,CHODL,chr21,17901263,18267373,+,366111
ENSG00000157542.9,KCNJ6,chr21,37607376,37916446,-,309071
ENSG00000183570.15,PCBP3,chr21,45643694,45942454,+,298761
ENSG00000142192.19,APP,chr21,25880550,26171128,-,290579
ENSG00000157554.17,ERG,chr21,38380027,38661780,-,281754
ENSG00000205726.12,ITSN1,chr21,33642400,33899861,+,257462
ENSG00000159267.13,HLCS,chr21,36750888,36990236,-,239349
ENSG00000154646.7,TMPRSS15,chr21,18269116,18485879,-,216764
ENSG00000175894.13,TSPEAR,chr21,44497892,44711580,-,213689
ENSG00000142149.7,HUNK,chr21,31873315,32044633,+,171319
ENSG00000184029.8,DSCR4,chr21,37951425,38121360,-,169936
ENSG00000197381.14,ADARB1,chr21,45073853,45226560,+,152708
ENSG00000157540.18,DYRK1A,chr21,37365790,37517450,+,151661
ENSG00000157551.16,KCNJ15,chr21,38157034,38307357,+,150324
ENSG00000155313.14,USP25,chr21,15730025,15880069,+,150045
ENSG00000142197.11,DOPEY2,chr21,36156782,36294274,+,137493
ENSG00000185658.12,BRWD1,chr21,39184176,39321559,-,137384
ENSG00000160207.7,HSF2BP,chr21,43529192,43659493,-,130302
ENSG00000182670.12,TTC3,chr21,37073226,37203112,+,129887
ENSG00000160191.16,PDE9A,chr21,42653636,42775509,+,121874
ENSG00000160299.15,PCNT,chr21,46324122,46445769,+,121648
ENSG00000160216.17,AGPAT3,chr21,43865186,43986536,+,121351
ENSG00000183778.16,B3GALT5,chr21,39556442,39673137,+,116696
ENSG00000159261.9,CLDN14,chr21,36460621,36576569,-,115949
ENSG00000182240.14,BACE2,chr21,41167801,41282518,+,114718
ENSG00000160305.16,DIP2A,chr21,46458899,46569852,+,110954
ENSG00000182871.13,COL18A1,chr21,45405137,45513720,+,108584
ENSG00000166265.10,CYYR1,chr21,26466209,26573284,-,107076
ENSG00000180530.8,NRIP1,chr21,14961235,15065000,-,103766
ENSG00000187172.14,BAGE2,chr21,10413477,10516431,+,102955
ENSG00000188992.10,LIPI,chr21,14108813,14210891,-,102079
ENSG00000159200.16,RCAN1,chr21,34513142,34615142,-,102001
ENSG00000159082.16,SYNJ1,chr21,32628759,32728048,-,99290
ENSG00000155307.16,SAMSN1,chr21,14485228,14583402,-,98175
ENSG00000160179.17,ABCG1,chr21,42199689,42297244,+,97556
ENSG00000160218.11,TRAPPC10,chr21,44012319,44106552,+,94234
ENSG00000142185.15,TRPM2,chr21,44350163,44443081,+,92919
ENSG00000160190.12,SLC37A1,chr21,42496008,42581440,+,85433
ENSG00000274391.3,TPTE,chr21,10521553,10606140,+,84588
ENSG00000142207.6,URB1,chr21,32311018,32393026,-,82009
ENSG00000141956.12,PRDM15,chr21,41798225,41879482,-,81258
ENSG00000154639.17,CXADR,chr21,17512382,17593579,+,81198
ENSG00000177398.17,UMODL1,chr21,42062959,42143453,+,80495
ENSG00000154721.13,JAM2,chr21,25639272,25717562,+,78291
ENSG00000182816.7,KRTAP13-2,chr21,30348075,30425912,-,77838
ENSG00000159128.13,IFNGR2,chr21,33402896,33479348,+,76453
ENSG00000243927.4,MRPS6,chr21,34073224,34143034,+,69811
ENSG00000185437.12,SH3BGR,chr21,39445855,39515506,+,69652
ENSG00000157617.15,C2CD2,chr21,41885112,41953890,-,68779
ENSG00000184012.10,TMPRSS2,chr21,41464551,41531116,-,66566
ENSG00000159256.11,MORC3,chr21,36320189,36386148,+,65960
ENSG00000180509.10,KCNE1,chr21,34446688,34512275,-,65588
ENSG00000198862.12,LTN1,chr21,28928144,28992956,-,64813
ENSG00000183036.9,PCP4,chr21,39867317,39929397,+,62081
ENSG00000156304.13,SCAF4,chr21,31671033,31732075,-,61043
ENSG00000160199.13,PKNOX1,chr21,42974510,43033931,+,59422
ENSG00000183067.5,IGSF5,chr21,39745407,39802096,+,56690
ENSG00000205758.10,CRYZL1,chr21,33589341,33643926,-,54586
ENSG00000183844.15,FAM3B,chr21,41304212,41357431,+,53220
ENSG00000243489.3,KRTAP10-11,chr21,44646414,44697984,+,51571
ENSG00000160294.9,MCM3AP,chr21,46235126,46286297,-,51172
ENSG00000173638.17,SLC19A1,chr21,45493572,45544411,-,50840
ENSG00000159263.14,SIM2,chr21,36699133,36749917,+,50785
ENSG00000159212.11,CLIC6,chr21,34669389,34718227,+,48839
ENSG00000154736.5,ADAMTS5,chr21,26917912,26966513,-,48602
ENSG00000182093.13,WRB,chr21,39380244,39428528,+,48285
ENSG00000142188.15,TMEM50B,chr21,33432485,33480011,-,47527
ENSG00000183486.11,MX2,chr21,41361943,41409390,+,47448
ENSG00000160255.15,ITGB2,chr21,44885953,44931989,-,46037
ENSG00000185917.12,SETD4,chr21,36034541,36079389,-,44849
ENSG00000157538.12,DSCR3,chr21,37223420,37267919,-,44500
ENSG00000160185.12,UBASH3A,chr21,42403899,42447681,+,43783
ENSG00000160209.17,PDXK,chr21,43719094,43762307,+,43214
ENSG00000160285.13,LSS,chr21,46188141,46228824,-,40684
ENSG00000157578.12,LCA5L,chr21,39405844,39445805,-,39962
ENSG00000159131.15,GART,chr21,33503931,33543491,-,39561
ENSG00000157601.12,MX1,chr21,41420304,41459214,+,38911
ENSG00000154727.9,GABPA,chr21,25734570,25772460,+,37891
ENSG00000160256.11,FAM207A,chr21,44940010,44976989,+,36980
ENSG00000160208.12,RRP1B,chr21,43659548,43696079,+,36532
ENSG00000160193.10,WDR4,chr21,42843094,42879568,-,36475
ENSG00000159110.18,IFNAR2,chr21,33229901,33265675,+,35775
ENSG00000142166.11,IFNAR1,chr21,33324477,33359862,+,35386
ENSG00000159140.16,SON,chr21,33542618,33577481,+,34864
ENSG00000142173.13,COL6A2,chr21,46098097,46132849,+,34753
ENSG00000160194.16,NDUFV3,chr21,42879644,42913304,+,33661
ENSG00000159259.7,CHAF1B,chr21,36385378,36419015,+,33638
ENSG00000184787.17,UBE2G2,chr21,44768580,44802019,-,33440
ENSG00000198743.5,SLC5A3,chr21,34073570,34106260,+,32691
ENSG00000166351.9,POTED,chr21,13609858,13641585,+,31728
ENSG00000243646.7,IL10RB,chr21,33266358,33297234,+,30877
ENSG00000154642.9,C21orf91,chr21,17788967,17819386,-,30420
ENSG00000160310.15,PRMT2,chr21,46635167,46665124,+,29958
ENSG00000156256.13,USP16,chr21,29024629,29054488,+,29860
ENSG00000159147.16,DONSON,chr21,33559542,33588708,-,29167
ENSG00000183421.10,RIPK4,chr21,41739369,41767106,-,27738
ENSG00000141959.15,PFKL,chr21,44300051,44327376,+,27326
ENSG00000160183.12,TMPRSS3,chr21,42371890,42396846,-,24957
ENSG00000183255.10,PTTG1IP,chr21,44849585,44873903,-,24319
ENSG00000186866.15,POFUT2,chr21,45263928,45287898,-,23971
ENSG00000241945.6,PWP2,chr21,44107290,44131181,+,23892
ENSG00000160188.8,RSPH1,chr21,42472486,42496354,-,23869
ENSG00000160200.16,CBS,chr21,43053191,43076943,-,23753
ENSG00000160298.16,C21orf58,chr21,46300181,46323875,-,23695
ENSG00000142156.13,COL6A1,chr21,45981737,46005050,+,23314
ENSG00000205929.8,C21orf62,chr21,32790674,32813743,-,23070
ENSG00000170262.11,MRAP,chr21,32291813,32314784,+,22972
ENSG00000154719.12,MRPL39,chr21,25585656,25607517,-,21862
ENSG00000159079.17,C21orf59,chr21,32592079,32612866,-,20788
ENSG00000244362.2,KRTAP19-7,chr21,30541660,30561314,-,19655
ENSG00000157557.10,ETS2,chr21,38805307,38824955,+,19649
ENSG00000160282.12,FTCD,chr21,46136262,46155567,-,19306
ENSG00000154640.13,BTG3,chr21,17593653,17612947,-,19295
ENSG00000154723.11,ATP5J,chr21,25716503,25735673,-,19171
ENSG00000277117.3,ICOSLG,chr21,5022493,5040666,+,18174
ENSG00000156261.11,CCT8,chr21,29055805,29073797,-,17993
ENSG00000142182.7,DNMT3L,chr21,44246339,44262216,-,15878
ENSG00000160214.11,RRP1,chr21,43789513,43805293,+,15781
ENSG00000156253.5,RWDD2B,chr21,29004384,29019378,-,14995
ENSG00000275895.3,U2AF1,chr21,6484623,6499261,-,14639
ENSG00000185808.12,PIGP,chr21,37059170,37073170,-,14001
ENSG00000156239.10,N6AMT1,chr21,28872191,28885371,-,13181
ENSG00000184900.14,SUMO3,chr21,44805617,44818779,-,13163
ENSG00000160224.15,AIRE,chr21,44285838,44298648,+,12811
ENSG00000188155.9,KRTAP10-6,chr21,44579737,44592505,-,12769
ENSG00000142178.7,SIK1,chr21,43414515,43427128,-,12614
ENSG00000242220.5,TCP10L,chr21,32574841,32587373,-,12533
ENSG00000241837.5,ATP5O,chr21,33903453,33915980,-,12528
ENSG00000155304.5,HSPA13,chr21,14371115,14383484,-,12370
ENSG00000272804.2,KRTAP10-7,chr21,44600597,44612906,+,12310
ENSG00000185272.12,RBM11,chr21,14216130,14228372,+,12243
ENSG00000160221.15,C21orf33,chr21,44133605,44145723,+,12119
ENSG00000244025.3,KRTAP19-3,chr21,30480048,30491985,-,11938
ENSG00000205439.9,KRTAP12-3,chr21,44646657,44658341,+,11685
ENSG00000159231.5,CBR3,chr21,36134912,36146566,+,11655
ENSG00000182362.12,YBEY,chr21,46286337,46297751,+,11415
ENSG00000159055.3,MIS18A,chr21,32268219,32279069,-,10851
ENSG00000225745.7,PLAC4,chr21,41176322,41186788,-,10467
ENSG00000160226.14,C21orf2,chr21,44328944,44339402,-,10459
ENSG00000154734.13,ADAMTS1,chr21,26835747,26845409,-,9663
ENSG00000142168.13,SOD1,chr21,31659622,31668931,+,9310
ENSG00000183527.10,PSMG1,chr21,39174769,39183851,-,9083
ENSG00000159197.3,KCNE2,chr21,34364024,34371389,+,7366
ENSG00000205581.9,HMGN1,chr21,39342315,39349647,-,7333
ENSG00000160233.7,LRRC3,chr21,44455486,44462196,+,6711
ENSG00000160307.8,S100B,chr21,46598962,46605208,-,6247
ENSG00000177692.10,DNAJC28,chr21,33485530,33491720,-,6191
ENSG00000160181.7,TFF2,chr21,42346357,42351128,-,4772
ENSG00000160182.2,TFF1,chr21,42362282,42366594,-,4313
ENSG00000160180.15,TFF3,chr21,42311667,42315651,-,3985
ENSG00000160213.5,CSTB,chr21,43772512,43776445,-,3934
ENSG00000160202.6,CRYAA,chr21,43169008,43172805,+,3798
ENSG00000205927.4,OLIG2,chr21,33025845,33029196,+,3352
ENSG00000159228.11,CBR1,chr21,36069941,36073166,+,3226
ENSG00000184221.11,OLIG1,chr21,33070144,33072420,+,2277
ENSG00000156284.5,CLDN8,chr21,30214006,30216073,-,2068
ENSG00000188694.5,KRTAP24-1,chr21,30281309,30282958,-,1650
ENSG00000215454.5,KRTAP10-4,chr21,44573729,44575371,+,1643
ENSG00000215455.4,KRTAP10-1,chr21,44538981,44540195,-,1215
ENSG00000156282.4,CLDN17,chr21,30165564,30166756,-,1193
ENSG00000197683.4,KRTAP26-1,chr21,30319124,30320316,-,1193
ENSG00000221837.5,KRTAP10-9,chr21,44627123,44628293,+,1171
ENSG00000241123.1,KRTAP10-5,chr21,44579455,44580604,-,1150
ENSG00000205445.3,KRTAP10-2,chr21,44550357,44551505,-,1149
ENSG00000221859.2,KRTAP10-10,chr21,44637356,44638455,+,1100
ENSG00000212935.1,KRTAP10-3,chr21,44557790,44558760,-,971
ENSG00000182591.5,KRTAP11-1,chr21,30880644,30881555,-,912
ENSG00000187766.1,KRTAP10-8,chr21,44612079,44612954,+,876
ENSG00000189169.7,KRTAP10-12,chr21,44697172,44698044,+,873
ENSG00000186971.3,KRTAP13-4,chr21,30430230,30431026,+,797
ENSG00000198390.4,KRTAP13-1,chr21,30396074,30396822,+,749
ENSG00000221864.4,KRTAP12-2,chr21,44666189,44666927,-,739
ENSG00000274749.1,KRTAP7-1,chr21,30829039,30829759,-,721
ENSG00000240432.3,KRTAP13-3,chr21,30425265,30425968,-,704
ENSG00000206107.2,KRTAP27-1,chr21,30337013,30337694,-,682
ENSG00000186970.4,KRTAP15-1,chr21,30440275,30440945,+,671
ENSG00000184351.7,KRTAP19-1,chr21,30479699,30480344,-,646
ENSG00000212938.3,KRTAP6-3,chr21,30592440,30593075,+,636
ENSG00000187005.4,KRTAP21-1,chr21,30754830,30755428,-,599
ENSG00000187175.5,KRTAP12-1,chr21,44681576,44682163,-,588
ENSG00000183640.5,KRTAP8-1,chr21,30812697,30813252,-,556
ENSG00000184724.5,KRTAP6-1,chr21,30613431,30613930,-,500
ENSG00000186977.2,KRTAP19-5,chr21,30501657,30502117,-,461
ENSG00000212933.1,KRTAP12-4,chr21,44654213,44654659,-,447
ENSG00000187026.2,KRTAP21-2,chr21,30746794,30747233,-,440
ENSG00000184032.2,KRTAP20-2,chr21,30635236,30635619,+,384
ENSG00000186965.4,KRTAP19-2,chr21,30487057,30487436,-,380
ENSG00000232263.1,KRTAP25-1,chr21,30289145,30289514,-,370
ENSG00000186925.6,KRTAP19-6,chr21,30541535,30541864,-,330
ENSG00000206102.2,KRTAP19-8,chr21,31038159,31038476,-,318
ENSG00000186930.4,KRTAP6-2,chr21,30598590,30598902,-,313
ENSG00000186967.6,KRTAP19-4,chr21,30496824,30497133,-,310
ENSG00000186924.3,KRTAP22-1,chr21,30601087,30601382,+,296
ENSG00000206106.2,KRTAP22-2,chr21,30590105,30590397,-,293
ENSG00000244624.3,KRTAP20-1,chr21,30616425,30616699,+,275
ENSG00000206104.2,KRTAP20-3,chr21,30642864,30643136,+,273
ENSG00000231068.1,KRTAP21-3,chr21,30718525,30718777,-,253
ENSG00000186980.6,KRTAP23-1,chr21,30348399,30348609,-,211
ENSG00000133424.19,LARGE,chr22,33162226,33922841,-,760616
ENSG00000100154.13,TTC28,chr22,27978014,28679865,-,701852
ENSG00000185666.13,SYN3,chr22,32512552,33058372,-,545821
ENSG00000054611.12,TBC1D22A,chr22,46762617,47175699,+,413083
ENSG00000219438.7,FAM19A5,chr22,48489460,48850912,+,361453
ENSG00000100354.19,TNRC6B,chr22,40044817,40335808,+,290992
ENSG00000100320.21,RBFOX2,chr22,35738736,36028425,-,289690
ENSG00000133454.14,MYO18B,chr22,25742144,26031041,+,288898
ENSG00000186976.13,EFCAB6,chr22,43528744,43812337,-,283594
ENSG00000197077.11,KIAA1671,chr22,24952730,25197448,+,244719
